Duplicate : 我們  map[key]= we  value= us
Duplicate : 明智  map[key]= wise  value= sanity
Duplicate : 肋骨  map[key]= ribs  value= rib
Duplicate : 包  map[key]= bag  value= packages
Duplicate : 秩序  map[key]= order  value= orderly
Duplicate : 雖然  map[key]= though  value= nevertheless
Duplicate : 凍結  map[key]= freeze  value= froze
Duplicate : 執行  map[key]= executive  value= execute
Duplicate : 等  map[key]= et  value= etc
Duplicate : 保證  map[key]= guarantee  value= ensure
Duplicate : 司機  map[key]= driver  value= drivers
Duplicate : 勇敢  map[key]= brave  value= courageous
Duplicate : 關閉  map[key]= shut  value= closes
Duplicate : 火箭  map[key]= rocket  value= carolina
Duplicate : 老闆  map[key]= boss  value= bosses
Duplicate : 蜜蜂  map[key]= bee  value= bees
Duplicate : 作證  map[key]= testify  value= testifying
Duplicate : 怔  map[key]= terrified  value= startled
Duplicate : 尖叫  map[key]= screaming  value= screams
Duplicate : 提  map[key]= mention  value= mentioning
Duplicate : 補  map[key]= fill  value= mend
Duplicate : 威脅  map[key]= threat  value= menace
Duplicate : 德國  map[key]= german  value= germans
Duplicate : 泡沫  map[key]= bubble  value= foam
Duplicate : 經濟  map[key]= economy  value= economic
Duplicate : 絕對  map[key]= absolutely  value= utter
Duplicate : 提交  map[key]= committing  value= submit
Duplicate : 餓死  map[key]= starve  value= starved
Duplicate : 程序  map[key]= procedures  value= programmed
Duplicate : 臀部  map[key]= hip  value= hips
Duplicate : 忘記  map[key]= forget  value= forgets
Duplicate : 翻轉  map[key]= flipped  value= flipping
Duplicate : 進入  map[key]= enter  value= enters
Duplicate : 住  map[key]= lived  value= dwell
Duplicate : 鴨  map[key]= duck  value= ducks
Duplicate : 任務  map[key]= task  value= assignments
Duplicate : 公寓  map[key]= apartment  value= apartments
Duplicate : 螞蟻  map[key]= ant  value= ants
Duplicate : 影響  map[key]= influence  value= affecting
Duplicate : 顧問  map[key]= consultant  value= advisor
Duplicate : 折騰  map[key]= toss  value= tossing
Duplicate : 感謝  map[key]= grateful  value= thanked
Duplicate : 代表  map[key]= represent  value= rep
Duplicate : 手術  map[key]= surgery  value= operative
Duplicate : 鎖定  map[key]= locked  value= lockdown
Duplicate : 堅持  map[key]= stuck  value= insists
Duplicate : 騷擾  map[key]= harassment  value= harass
Duplicate : 污垢  map[key]= dirt  value= filth
Duplicate : 擴展  map[key]= extend  value= extended
Duplicate : 驢  map[key]= asses  value= donkey
Duplicate : 疾病  map[key]= illness  value= diseases
Duplicate : 背叛  map[key]= betrayed  value= betraying
Duplicate : 嘗試  map[key]= trying  value= attempting
Duplicate : 憤怒  map[key]= angry  value= wrath
Duplicate : 陷阱  map[key]= trap  value= traps
Duplicate : 運輸  map[key]= haul  value= transportation
Duplicate : 總統  map[key]= president  value= presidents
Duplicate : 戳  map[key]= poke  value= poking
Duplicate : 義務  map[key]= obligation  value= obligated
Duplicate : 掛鉤  map[key]= hooked  value= hooks
Duplicate : 停止  map[key]= stop  value= halt
Duplicate : 狗  map[key]= dog  value= doggie
Duplicate : 瘋狂  map[key]= mad  value= crazed
Duplicate : 歡呼  map[key]= cheer  value= cheering
Duplicate : 包  map[key]= bag  value= bundle
Duplicate : 空白  map[key]= blank  value= blanks
Duplicate : 出場  map[key]= played  value= appearances
Duplicate : 嘔吐  map[key]= puke  value= vomit
Duplicate : 演講  map[key]= speech  value= speeches
Duplicate : 抽  map[key]= pumping  value= pumped
Duplicate : 枕頭  map[key]= pillow  value= pillows
Duplicate : 窺視  map[key]= peek  value= peep
Duplicate : 包  map[key]= bag  value= packs
Duplicate : 新  map[key]= new  value= neo
Duplicate : 孤單  map[key]= lone  value= loneliness
Duplicate : 自由  map[key]= freedom  value= liberal
Duplicate : 侵入  map[key]= invasion  value= intrude
Duplicate : 說明  map[key]= explain  value= indicates
Duplicate : 繼續  map[key]= continue  value= continuing
Duplicate : 解決  map[key]= settle  value= addressed
Duplicate : 空間  map[key]= space  value= spaces
Duplicate : 奴隸  map[key]= slave  value= slaves
Duplicate : 淋浴  map[key]= shower  value= showers
Duplicate : 緩解  map[key]= ease  value= relieve
Duplicate : 激進  map[key]= aggressive  value= radical
Duplicate : 購買  map[key]= buy  value= purchased
Duplicate : 保護  map[key]= protect  value= preserve
Duplicate : 暫停  map[key]= suspended  value= pause
Duplicate : 動機  map[key]= motive  value= motivation
Duplicate : 介紹  map[key]= introduce  value= introduction
Duplicate : 獵人  map[key]= hunter  value= hunters
Duplicate : 女人  map[key]= woman  value= feminine
Duplicate : 困難  map[key]= difficulty  value= difficulties
Duplicate : 背景  map[key]= background  value= context
Duplicate : 爪  map[key]= claws  value= claw
Duplicate : 哭泣  map[key]= sob  value= weep
Duplicate : 溫暖  map[key]= warm  value= warmer
Duplicate : 召喚  map[key]= summon  value= summoned
Duplicate : 蜘蛛  map[key]= spider  value= spiders
Duplicate : 唱  map[key]= sing  value= sings
Duplicate : 貧窮  map[key]= needy  value= poverty
Duplicate : 推遲  map[key]= postpone  value= postponed
Duplicate : 天上  map[key]= heavenly  value= ohhhh
Duplicate : 無能  map[key]= incapable  value= incompetent
Duplicate : 擁抱  map[key]= hug  value= hugging
Duplicate : 樹林  map[key]= woods  value= grove
Duplicate : 雜貨  map[key]= grocery  value= groceries
Duplicate : 不同  map[key]= different  value= differ
Duplicate : 溝通  map[key]= communication  value= communicating
Duplicate : 克萊爾  map[key]= claire  value= clare
Duplicate : 信仰  map[key]= faith  value= beliefs
Duplicate : 蝙蝠  map[key]= bat  value= bats
Duplicate : 基地  map[key]= base  value= bases
Duplicate : 包裹  map[key]= wrapped  value= wraps
Duplicate : 聰明  map[key]= clever  value= wiser
Duplicate : 刮  map[key]= scratch  value= scrape
Duplicate : 匹配  map[key]= matching  value= matched
Duplicate : 侮辱  map[key]= insult  value= insults
Duplicate : 增加  map[key]= addition  value= increased
Duplicate : 嚴重  map[key]= serious  value= heavily
Duplicate : 擔心  map[key]= worried  value= feared
Duplicate : 顏色  map[key]= color  value= colour
Duplicate : 臥室  map[key]= bedroom  value= bedrooms
Duplicate : 彈藥  map[key]= ammunition  value= ammo
Duplicate : 狼  map[key]= wolf  value= wolves
Duplicate : 斯坦  map[key]= stan  value= stein
Duplicate : 抓  map[key]= catch  value= scratching
Duplicate : 要求  map[key]= claim  value= requests
Duplicate : 特權  map[key]= privilege  value= privileges
Duplicate : 市場  map[key]= market  value= mart
Duplicate : 馬洛  map[key]= mallory  value= marlo
Duplicate : 奇妙  map[key]= fantastic  value= intriguing
Duplicate : 甜甜圈  map[key]= doughnuts  value= donuts
Duplicate : 可憐  map[key]= pathetic  value= wretched
Duplicate : 起訴  map[key]= sue  value= sued
Duplicate : 懇求  map[key]= plea  value= pleading
Duplicate : 參與  map[key]= involved  value= participate
Duplicate : 組織  map[key]= organization  value= organize
Duplicate : 貸款  map[key]= loan  value= loans
Duplicate : 麵包  map[key]= bread  value= loaf
Duplicate : 名單  map[key]= list  value= lists
Duplicate : 實驗室  map[key]= lab  value= laboratory
Duplicate : 無知  map[key]= clueless  value= ignorant
Duplicate : 閃爍  map[key]= flashes  value= flashing
Duplicate : 巧克力  map[key]= chocolate  value= chocolates
Duplicate : 辣妹  map[key]= hottie  value= babes
Duplicate : 道歉  map[key]= apologize  value= apologise
Duplicate : 試驗  map[key]= experimental  value= trials
Duplicate : 滑冰  map[key]= skating  value= skate
Duplicate : 共和黨人  map[key]= republican  value= republicans
Duplicate : 代表  map[key]= represent  value= represented
Duplicate : 承認  map[key]= admit  value= recognition
Duplicate : 搶劫  map[key]= robbery  value= mugged
Duplicate : 大師  map[key]= masters  value= maestro
Duplicate : 結  map[key]= knot  value= knots
Duplicate : 採訪  map[key]= interviews  value= interviewing
Duplicate : 幽默  map[key]= humor  value= humour
Duplicate : 加布里埃爾  map[key]= gabrielle  value= gabriel
Duplicate : 估計  map[key]= reckon  value= estimate
Duplicate : 初級  map[key]= junior  value= elementary
Duplicate : 激烈  map[key]= intense  value= drastic
Duplicate : 迪  map[key]= dee  value= di
Duplicate : 比較  map[key]= compare  value= comparing
Duplicate : 斧  map[key]= ax  value= axe
Duplicate : 財富  map[key]= wealth  value= asset
Duplicate : 征服  map[key]= vanquish  value= vanquishing
Duplicate : 小報  map[key]= tabloid  value= tabloids
Duplicate : 倖存者  map[key]= survivor  value= survivors
Duplicate : 抽煙  map[key]= smoking  value= smokes
Duplicate : 店  map[key]= store  value= shops
Duplicate : 句子  map[key]= sentence  value= sentences
Duplicate : 揭示  map[key]= reveal  value= revealing
Duplicate : 減少  map[key]= reduced  value= reduce
Duplicate : 牧師  map[key]= priest  value= preacher
Duplicate : 戳  map[key]= poke  value= jab
Duplicate : 暗示  map[key]= hint  value= imply
Duplicate : 熱  map[key]= hot  value= hotter
Duplicate : 點  map[key]= point  value= dots
Duplicate : 債務  map[key]= debt  value= debts
Duplicate : 文化  map[key]= culture  value= cultures
Duplicate : 科迪  map[key]= cordy  value= cody
Duplicate : 鏈接  map[key]= link  value= chained
Duplicate : 英國人  map[key]= british  value= brit
Duplicate : 呼吸  map[key]= breathe  value= breaths
Duplicate : 增加  map[key]= addition  value= adds
Duplicate : 怪物  map[key]= freak  value= weirdo
Duplicate : 溫暖  map[key]= warm  value= warmed
Duplicate : 綁  map[key]= tied  value= strapped
Duplicate : 間諜  map[key]= spy  value= spies
Duplicate : 浸泡  map[key]= soak  value= soaked
Duplicate : 炒  map[key]= fried  value= scrambled
Duplicate : 誤解  map[key]= misunderstanding  value= misunderstand
Duplicate : 優點  map[key]= advantage  value= merit
Duplicate : 加載  map[key]= loaded  value= loading
Duplicate : 關聯  map[key]= related  value= linked
Duplicate : 豪華轎車  map[key]= limo  value= limousine
Duplicate : 採訪  map[key]= interviews  value= interviewed
Duplicate : 食品  map[key]= food  value= foods
Duplicate : 熱情  map[key]= passionate  value= enthusiastic
Duplicate : 管  map[key]= pipe  value= duct
Duplicate : 抽屜  map[key]= drawer  value= drawers
Duplicate : 民主  map[key]= democracy  value= democrats
Duplicate : 征服  map[key]= vanquish  value= conquer
Duplicate : 磚  map[key]= brick  value= bricks
Duplicate : 亞洲  map[key]= asian  value= asia
Duplicate : 濫用  map[key]= abuse  value= abused
Duplicate : 鬆餅  map[key]= muffin  value= waffles
Duplicate : 居民  map[key]= resident  value= residents
Duplicate : 狂歡  map[key]= carnival  value= rave
Duplicate : 牧師  map[key]= priest  value= priests
Duplicate : 方向  map[key]= direction  value= orientation
Duplicate : 新  map[key]= new  value= newly
Duplicate : 限制  map[key]= limit  value= limitations
Duplicate : 小  map[key]= little  value= lesser
Duplicate : 借  map[key]= borrow  value= lent
Duplicate : 小伙子  map[key]= lad  value= lads
Duplicate : 判斷  map[key]= judgment  value= judgement
Duplicate : 安裝  map[key]= mount  value= installed
Duplicate : 嬰兒  map[key]= baby  value= infant
Duplicate : 風險  map[key]= risk  value= hazard
Duplicate : 基因  map[key]= gene  value= genetically
Duplicate : 工程  map[key]= project  value= engineering
Duplicate : 慎重  map[key]= caution  value= discretion
Duplicate : 妄想  map[key]= delusional  value= delusions
Duplicate : 聲明  map[key]= statement  value= declaration
Duplicate : 箱  map[key]= box  value= crate
Duplicate : 聯邦  map[key]= federal  value= commonwealth
Duplicate : 斷路器  map[key]= chopper  value= breaker
Duplicate : 嘗試  map[key]= trying  value= attempts
Duplicate : 哎呀  map[key]= gee  value= argh
Duplicate : 應用  map[key]= application  value= applying
Duplicate : 賭注  map[key]= bet  value= wager
Duplicate : 跳閘  map[key]= tripped  value= tripping
Duplicate : 治療  map[key]= treat  value= treatments
Duplicate : 折磨  map[key]= tortured  value= torment
Duplicate : 福利  map[key]= welfare  value= perks
Duplicate : 覆蓋  map[key]= covered  value= override
Duplicate : 恐嚇  map[key]= intimidated  value= intimidate
Duplicate : 教練  map[key]= coach  value= instructor
Duplicate : 守衛  map[key]= guard  value= guarded
Duplicate : 畢業生  map[key]= graduate  value= grad
Duplicate : 探索  map[key]= explore  value= exploring
Duplicate : 設備  map[key]= equipment  value= devices
Duplicate : 文化  map[key]= culture  value= cultural
Duplicate : 改變  map[key]= changing  value= altered
Duplicate : 確認  map[key]= confirm  value= verify
Duplicate : 音樂  map[key]= music  value= tunes
Duplicate : 遊客  map[key]= visitors  value= tourist
Duplicate : 彈簧  map[key]= sprung  value= springs
Duplicate : 解  map[key]= solution  value= solving
Duplicate : 要求  map[key]= claim  value= requesting
Duplicate : 筆  map[key]= pen  value= pens
Duplicate : 通知  map[key]= notice  value= notified
Duplicate : 判斷  map[key]= judgment  value= judged
Duplicate : 鑑定  map[key]= identify  value= identification
Duplicate : 孫子  map[key]= grandson  value= grandchild
Duplicate : 真正  map[key]= genuine  value= genuinely
Duplicate : 流體  map[key]= fluid  value= fluids
Duplicate : 貢獻  map[key]= contribution  value= contribute
Duplicate : 咬傷  map[key]= bites  value= bitten
Duplicate : 吸盤  map[key]= sucker  value= suckers
Duplicate : 範圍  map[key]= range  value= scope
Duplicate : 釋放  map[key]= freed  value= releasing
Duplicate : 泵  map[key]= pump  value= pumps
Duplicate : 性能  map[key]= performance  value= properties
Duplicate : 預測  map[key]= predict  value= predicted
Duplicate : 鴿子  map[key]= dove  value= pigeon
Duplicate : 談判  map[key]= negotiate  value= negotiating
Duplicate : 多  map[key]= much  value= multi
Duplicate : 顯示器  map[key]= monitor  value= monitors
Duplicate : 話筒  map[key]= mike  value= microphone
Duplicate : 填充  map[key]= filled  value= fills
Duplicate : 貢獻  map[key]= contribution  value= dedication
Duplicate : 咖啡因  map[key]= caffeine  value= decaf
Duplicate : 可見  map[key]= seen  value= visible
Duplicate : 目標  map[key]= target  value= targets
Duplicate : 建議  map[key]= suggest  value= suggests
Duplicate : 提供  map[key]= offer  value= providing
Duplicate : 神秘  map[key]= mystery  value= mystical
Duplicate : 混合  map[key]= mix  value= mixing
Duplicate : 混亂  map[key]= chaos  value= mayhem
Duplicate : 婚姻  map[key]= marriage  value= matrimony
Duplicate : 責任  map[key]= responsibility  value= liability
